,gameId,playId,passLength,offenseFormation,defendersInTheBox,tackleZone_5to10,tackleZone_3to7,tackleZone_2to5,tackleZone_1to3,tackleZone_5to10_blck,tackleZone_3to7_blck,tackleZone_2to5_blck,tackleZone_1to3_blck,YAC,prePenaltyPlayResult
577,2022091100,166,8.0,I_FORM,7.0,3,2,2,1,1,0,0,0,3.0,11
578,2022091100,2555,-6.0,SHOTGUN,7.0,3,2,2,1,3,1,0,0,7.0,1
579,2022091100,458,-2.0,EMPTY,5.0,4,1,1,1,5,3,2,0,7.0,5
580,2022090800,1563,10.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,10
581,2022091112,917,0.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,22.0,22
582,2022091100,1335,7.0,SHOTGUN,6.0,3,3,2,1,1,0,0,0,4.0,11
583,2022091102,2759,6.0,SHOTGUN,6.0,4,3,3,3,0,0,0,0,1.0,7
584,2022090800,2884,3.0,EMPTY,5.0,2,2,2,2,0,0,0,0,1.0,4
585,2022091200,201,14.0,SHOTGUN,6.0,1,1,1,1,0,0,0,0,24.0,38
586,2022091105,4858,-5.0,SHOTGUN,6.0,3,2,1,1,3,1,0,0,6.0,1
587,2022091106,1774,7.0,SHOTGUN,6.0,4,3,3,2,1,1,1,0,0.0,7
588,2022091112,3246,3.0,SHOTGUN,4.0,3,3,2,1,0,0,0,0,2.0,5
589,2022091108,3774,4.0,SHOTGUN,7.0,3,2,2,2,1,0,0,0,2.0,6
590,2022091106,2066,7.0,SINGLEBACK,7.0,3,3,3,2,0,0,0,0,0.0,7
591,2022091111,1862,16.0,SHOTGUN,5.0,2,2,1,1,0,0,0,0,2.0,18
592,2022091112,3332,7.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,2.0,9
593,2022091101,3707,-7.0,SINGLEBACK,8.0,4,3,1,1,2,2,1,0,9.0,2
594,2022091110,2085,14.0,EMPTY,5.0,2,2,2,1,0,0,0,0,4.0,18
595,2022091102,189,-2.0,PISTOL,6.0,9,5,4,0,9,5,4,0,8.0,6
596,2022091100,2616,16.0,PISTOL,7.0,3,2,2,2,0,0,0,0,-1.0,15
597,2022091107,2635,10.0,EMPTY,5.0,4,2,1,1,0,0,0,0,5.0,15
598,2022091106,657,4.0,SHOTGUN,7.0,4,3,3,3,1,0,0,0,3.0,7
599,2022091113,1146,-3.0,SHOTGUN,6.0,2,1,1,1,1,1,0,0,12.0,9
600,2022091100,4102,16.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,1.0,17
601,2022091107,202,-4.0,SINGLEBACK,7.0,3,1,1,1,0,0,0,0,8.0,4
602,2022091106,314,4.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,1.0,5
603,2022091111,694,4.0,SHOTGUN,7.0,3,2,2,2,0,0,0,0,1.0,5
604,2022090800,1334,12.0,EMPTY,5.0,4,3,2,1,0,0,0,0,0.0,12
605,2022091200,3826,-6.0,SHOTGUN,3.0,2,1,1,1,0,0,0,0,15.0,9
606,2022091105,936,12.0,I_FORM,7.0,3,3,2,1,0,0,0,0,2.0,14
607,2022091105,3971,11.0,SHOTGUN,4.0,2,2,2,2,0,0,0,0,1.0,12
608,2022091109,3357,3.0,EMPTY,5.0,2,2,2,2,0,0,0,0,14.0,17
609,2022091105,2637,0.0,SHOTGUN,7.0,4,2,2,1,1,1,0,0,4.0,4
610,2022091104,4197,3.0,EMPTY,5.0,3,3,3,3,0,0,0,0,0.0,3
611,2022091103,2291,15.0,SHOTGUN,6.0,3,3,2,2,0,0,0,0,9.0,24
612,2022091104,3148,-2.0,SHOTGUN,6.0,5,4,3,3,4,3,1,1,2.0,0
613,2022091106,1966,-3.0,EMPTY,6.0,4,2,1,1,3,2,1,0,8.0,5
614,2022090800,569,8.0,SHOTGUN,6.0,5,4,3,3,0,0,0,0,2.0,10
615,2022091112,941,3.0,I_FORM,6.0,3,2,2,1,0,0,0,0,9.0,12
616,2022091103,902,-2.0,SHOTGUN,6.0,1,1,1,1,0,0,0,0,9.0,7
617,2022091200,1320,-2.0,SHOTGUN,6.0,2,1,1,1,2,2,2,1,11.0,9
618,2022091100,2303,9.0,SINGLEBACK,8.0,2,2,1,1,0,0,0,0,0.0,9
619,2022091112,3766,7.0,SHOTGUN,4.0,2,2,2,1,0,0,0,0,18.0,25
620,2022091107,2243,-3.0,EMPTY,3.0,1,1,1,1,1,0,0,0,12.0,9
621,2022091112,2840,16.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,6.0,22
622,2022091112,133,13.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,7.0,20
623,2022091101,850,3.0,SINGLEBACK,8.0,2,2,2,2,1,0,0,0,0.0,3
624,2022091104,1962,2.0,SINGLEBACK,7.0,4,3,3,2,1,0,0,0,0.0,2
625,2022091109,3597,39.0,SHOTGUN,6.0,3,3,3,1,0,0,0,0,10.0,49
626,2022091111,542,9.0,SHOTGUN,5.0,3,3,3,2,0,0,0,0,13.0,22
627,2022091104,3434,-7.0,SINGLEBACK,6.0,3,3,3,1,3,2,1,0,32.0,25
628,2022091110,3092,0.0,SHOTGUN,6.0,2,2,1,1,0,0,0,0,7.0,7
629,2022091106,2405,2.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,14.0,16
630,2022091103,2172,-3.0,SHOTGUN,5.0,1,1,1,1,0,0,0,0,14.0,11
631,2022091110,1256,4.0,SHOTGUN,6.0,3,2,2,2,0,0,0,0,2.0,6
632,2022091103,295,2.0,EMPTY,5.0,3,3,3,2,0,0,0,0,1.0,3
633,2022091100,3475,6.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,1.0,7
634,2022091107,1075,3.0,SHOTGUN,7.0,1,1,1,1,0,0,0,0,8.0,11
635,2022091105,1542,2.0,SHOTGUN,6.0,3,2,2,1,0,0,0,0,1.0,3
636,2022091113,1283,14.0,,,3,2,1,1,1,1,0,0,6.0,20
637,2022091109,563,3.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,0.0,3
638,2022091104,3730,4.0,EMPTY,5.0,2,2,1,1,0,0,0,0,3.0,7
639,2022091103,926,5.0,EMPTY,4.0,2,2,2,1,1,0,0,0,5.0,10
640,2022091107,935,1.0,SHOTGUN,6.0,2,2,2,2,0,0,0,0,1.0,2
641,2022091102,239,17.0,SINGLEBACK,7.0,2,2,1,1,0,0,0,0,14.0,31
642,2022091101,382,-6.0,SINGLEBACK,8.0,4,4,2,2,5,4,2,0,22.0,16
643,2022091109,978,6.0,SHOTGUN,8.0,2,2,2,2,0,0,0,0,0.0,6
644,2022091111,142,3.0,SINGLEBACK,7.0,2,2,1,1,0,0,0,0,6.0,9
645,2022090800,3431,6.0,SHOTGUN,3.0,3,3,3,1,0,0,0,0,-1.0,5
646,2022091104,3956,0.0,SINGLEBACK,7.0,2,2,2,1,0,0,0,0,5.0,5
647,2022091107,3115,3.0,EMPTY,5.0,3,3,2,2,1,0,0,0,1.0,4
648,2022091100,2374,13.0,PISTOL,6.0,3,2,1,1,0,0,0,0,0.0,13
649,2022091108,1015,6.0,SHOTGUN,7.0,3,3,3,3,0,0,0,0,1.0,7
650,2022091100,3355,6.0,SHOTGUN,5.0,3,3,2,2,0,0,0,0,3.0,9
651,2022091200,762,0.0,SHOTGUN,6.0,2,2,2,1,1,0,0,0,12.0,12
652,2022091100,3148,4.0,SHOTGUN,5.0,1,1,1,1,0,0,0,0,11.0,15
653,2022091108,633,5.0,SHOTGUN,4.0,1,1,1,1,0,0,0,0,11.0,16
654,2022091100,3647,16.0,SHOTGUN,6.0,4,3,2,2,2,0,0,0,-2.0,14
655,2022091104,2736,1.0,SINGLEBACK,7.0,2,2,2,2,0,0,0,0,1.0,2
656,2022091111,208,11.0,SHOTGUN,5.0,4,4,3,3,1,1,1,1,14.0,25
657,2022090800,646,-3.0,SINGLEBACK,6.0,4,3,2,2,3,1,1,0,8.0,5
658,2022091113,2954,3.0,SHOTGUN,7.0,2,1,1,1,0,0,0,0,3.0,6
659,2022091200,346,20.0,SINGLEBACK,6.0,2,1,1,1,0,0,0,0,7.0,27
660,2022091105,4438,8.0,SHOTGUN,5.0,5,3,2,1,1,1,0,0,4.0,12
661,2022091101,272,6.0,SHOTGUN,7.0,3,3,1,1,0,0,0,0,0.0,6
662,2022091100,2960,12.0,PISTOL,7.0,2,2,2,1,0,0,0,0,6.0,18
663,2022090800,1286,0.0,SINGLEBACK,6.0,2,1,1,1,0,0,0,0,6.0,6
664,2022091109,3568,13.0,EMPTY,6.0,1,1,1,1,0,0,0,0,14.0,27
665,2022091113,2743,4.0,SHOTGUN,6.0,3,2,2,2,1,1,0,0,9.0,13
666,2022091200,286,0.0,I_FORM,7.0,1,1,1,1,1,0,0,0,25.0,25
667,2022091200,3101,17.0,SHOTGUN,5.0,4,2,2,1,0,0,0,0,0.0,17
668,2022091102,3119,0.0,SHOTGUN,6.0,4,3,2,1,1,1,1,0,8.0,8
669,2022091105,3070,5.0,SHOTGUN,6.0,3,2,1,0,0,0,0,0,8.0,13
670,2022091107,868,1.0,SHOTGUN,6.0,2,1,1,1,0,0,0,0,8.0,9
671,2022091110,2356,5.0,SHOTGUN,6.0,4,2,2,2,1,0,0,0,0.0,5
672,2022091104,803,3.0,SHOTGUN,6.0,3,1,1,1,0,0,0,0,8.0,11
673,2022091110,171,6.0,SHOTGUN,5.0,2,2,2,1,0,0,0,0,4.0,10
674,2022091200,1550,-2.0,SINGLEBACK,7.0,5,3,2,1,1,0,0,0,6.0,4
675,2022091112,62,-1.0,SINGLEBACK,7.0,3,1,1,1,1,0,0,0,13.0,12
676,2022091112,1207,37.0,SINGLEBACK,6.0,2,1,1,1,0,0,0,0,27.0,64
677,2022091110,1868,14.0,EMPTY,6.0,3,1,1,1,1,1,1,0,5.0,19
678,2022091103,4175,3.0,SHOTGUN,6.0,3,3,3,2,0,0,0,0,2.0,5
679,2022091200,1217,-3.0,SINGLEBACK,6.0,4,2,2,2,1,1,1,1,-5.0,-8
680,2022091110,1203,5.0,SHOTGUN,5.0,3,2,2,1,1,0,0,0,2.0,7
681,2022091111,1975,5.0,SHOTGUN,7.0,3,3,2,2,1,0,0,0,4.0,9
682,2022091110,3492,-6.0,SHOTGUN,7.0,3,3,1,0,5,2,0,0,24.0,18
683,2022091105,841,10.0,I_FORM,7.0,4,3,1,1,0,0,0,0,7.0,17
684,2022091107,3933,3.0,SHOTGUN,5.0,4,4,2,2,1,1,0,0,2.0,5
685,2022091111,770,5.0,SHOTGUN,6.0,3,2,2,2,1,0,0,0,0.0,5
686,2022091110,2925,5.0,EMPTY,5.0,3,2,2,1,0,0,0,0,3.0,8
687,2022091200,3467,0.0,SINGLEBACK,7.0,4,3,3,2,1,0,0,0,2.0,2
